area,ss_code,type_sickness,GES_real_2007,GES_real_2008,GES_real_2009,GES_real_2010,GES_real_2011,GES_real_2012,GES_real_2013,GES_real_2014,GES_real_2015,GES_real_2016
Ancud  ,6,DIABETES MELLITUS TIPO 1,  ,547526,797989,2514701,3324692,5266944,5094002,4910561,3264976,1977013
Ancud  ,7,DIABETES MELLITUS TIPO 2,3565625,1975728,2601462,3190360,4128376,4229269,6015524,7498370,9041509,9069351
Ancud  ,8,CÁNCER DE MAMA EN PERSONAS DE 15 AÑOS Y MAS,1683205,2354258,7430568,5536869,324418,4279995,3963301,15476209,2339353,6555111
Ancud  ,11,TRATAMIENTO QUIRÚRGICO DE CATARATAS,2057633,1054796,5883146,102234,2186026,6061110,2600567,  ,412147,2273976
Ancud  ,12,ENDOPRÓTESIS TOTAL DE CADERA,6894916,  ,  ,  ,11153764,  ,  ,  ,  ,  
Ancud  ,14,CÁNCER EN PERSONAS  MENORES DE 15 AÑOS,  ,  ,  ,  ,  ,  ,  ,  ,  ,481676
Ancud  ,15,ESQUIZOFRENIA,  ,  ,  ,  ,  ,  ,  ,  ,152978,66396
Ancud  ,17,LINFOMAS EN PERSONAS DE 15 AÑOS Y MÁS,4546943,19261148,358092,1167586,  ,  ,  ,  ,  ,
Ancud  ,18,SÍNDROME DE LA INMUNODEFICIENCIA ADQUIRIDA VIH/SIDA,  ,  ,  ,  ,  ,  ,  ,  ,  ,15732859
Ancud  ,19,INFECCIÓN RESPIRATORIA AGUDA (IRA) DE MANEJO AMBULATORIO EN PERSONAS MENORES DE 5 AÑOS,  ,  ,  ,  ,  ,  ,  ,  ,  ,68791
Ancud  ,20,NEUMONÍA ADQUIRIDA EN LA COMUNIDAD DE MANEJO AMBULARORIO EN PERSONAS DE 65 AÑOS Y MÁS,  ,  ,  ,  ,  ,  ,  ,  ,  ,2530
Ancud  ,21,HIPERTENSIÓN ARTERIAL PRIMARIA O ESENCIAL EN PERSONAS DE 15 AÑOS Y MAS,1101445,1907944,6701272,3011358,4052247,4151274,4209889,4035196,4497496,3142590
Ancud  ,24,PREVENCIÓN DEL PARTO PREMATURO,  ,  ,  ,  ,  ,  ,  ,  ,  ,192968
Ancud  ,25,"TRASTORNOS DE GENERACIÓN DEL IMPULSO Y CONDUCCIÓN EN PERSONAS DE 15 AÑOS Y MÁS, QUE REQUIEREN MARCAPASO",2100497,20255,3433931,2720524,32130,113741,128382,63006,60380,57840
Ancud  ,26,COLECISTECTOMÍA PREVENTIVA DEL CÁNCER DE VESÍCULA EN PERSONAS DE 35 A 49 AÑOS,6864136,  ,3895788,3804310,8461461,8264430,4202346,9350267,4172126,11352269
Ancud  ,27,CÁNCER GÁSTRICO,  ,  ,  ,,  ,  ,21461,11659505,247364,  
Ancud  ,28,CÁNCER DE PRÓSTATA EN PERSONAS DE 15 AÑOS Y MÁS,155600,  ,241115,1007206,734081,  ,573172,1539045,783352,12352155
Ancud  ,29,VICIOS DE REFRACCIÓN EN PERSONAS DE 65 AÑOS Y MÁS,  ,  ,  ,  ,  ,  ,  ,7721,  ,  
Ancud  ,31,RETINOPATÍA DIABÉTICA,  ,1262130,3269464,14672,85230,5222843,  ,  ,173235,335896
Ancud  ,32,DESPRENDIMIENTO DE RETINA REGMATÓGENO NO TRAUMÁTICO,  ,  ,  ,3715379,25518,2433049,  ,1251295,  ,2673742
Ancud  ,34,DEPRESIÓN EN PERSONAS DE 15 AÑOS Y MÁS,13860282,13451809,14328217,22126498,15479770,28292503,36415332,36603408,19906135,12592929
Ancud  ,35,TRATAMIENTO DE LA HIPERPLASIA BENIGNA DE LA PRÓSTATA EN PERSONAS SINTOMÁTICAS,  ,  ,  ,  ,  ,  ,  ,46427,203592,10792033
Ancud  ,36,ÓRTESIS (O AYUDAS TÉCNICAS) PARA PERSONAS DE 65 AÑOS Y MÁS,  ,  ,  ,  ,53510,  ,  ,268366,  ,  
Ancud  ,37,ACCIDENTE CEREBROVASCULAR ISQUÉMICO EN PERSONAS DE 15 AÑOS Y MÁS,3074526,6311903,2534529,4145616,3465073,2198205,27162,679208,200940,514760
Ancud  ,38,ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA DE TRATAMIENTO AMBULATORIO,34654,418100,200932,96179,48116,  ,  ,70993,106109,26440
Ancud  ,39,ASMA BRONQUIAL MODERADA Y GRAVE EN MENORES DE 15 AÑOS,  ,  ,  ,  ,  ,  ,  ,  ,  ,169301
Ancud  ,41,"TRATAMIENTO MÉDICO EN PERSONAS DE 55 AÑOS Y MÁS CON ARTROSIS DE CADERA Y/O RODILLA, LEVE O MODERADA",35783,25319,960551,767862,134963,485434,533242,831670,1746020,1010658
Ancud  ,43,TUMORES PRIMARIOS DEL SISTEMA NERVIOSO CENTRAL EN PERSONAS DE 15 AÑOS O MÁS,  ,  ,  ,  ,2901173,,,  ,  ,  
Ancud  ,44,TRATAMIENTO QUIRÚRGICO DE HERNIA DEL NÚCLEO PULPOSO LUMBAR,22020,2154699,5626142,4396783,3240121,4670763,12513392,,7196156,32100
Ancud  ,45,LEUCEMIA EN PERSONAS DE 15 AÑOS Y MÁS,  ,  ,  ,8216121,23321616,42052279,47678648,56343960,49098013,45924673
Ancud  ,46,URGENCIA ODONTOLÓGICA AMBULATORIA,  ,  ,15404,18174,  ,29080,  ,  ,  ,  
Ancud  ,47,SALUD ORAL INTEGRAL DEL ADULTO DE 60 AÑOS,  ,  ,51110,  ,37885,  ,  ,  ,208809,117670
Ancud  ,48,POLITRAUMATIZADO GRAVE,  ,  ,4647956,  ,  ,  ,  ,  ,  ,  
Ancud  ,52,ARTRITIS REUMATOIDEA,217199,1190675,972149,2507269,3080117,4874283,5219297,3979605,4667469,4931559
Ancud  ,54,ANALGESIA DEL PARTO,  ,  ,  ,  ,  ,  ,  ,  ,  ,467160
Ancud  ,56,HIPOACUSIA BILATERAL EN PERSONAS DE 65 AÑOS Y MÁS QUE REQUIEREN USO DE AUDÍFONO,  ,  ,  ,317455,364146,  ,432858,312350,158942,106490
Ancud  ,60,EPILEPSIA NO REFRACTARIA EN PERSONAS DE 15 AÑOS Y MÁS,  ,  ,  ,  ,  ,  ,152193,336661,508601,415460
Ancud  ,61,ASMA BRONQUIAL EN PERSONAS DE 15 AÑOS Y MÁS,  ,  ,  ,183887,1561209,3010049,2900462,2959617,4597687,3395002
Ancud  ,62,ENFERMEDAD DE PARKINSON,  ,  ,  ,211008,1037082,1519325,1310433,1162450,819224,64482
Ancud  ,64,PREVENCIÓN SECUNDARIA ENFERMEDAD RENAL CRÓNICA TERMINAL,  ,  ,  ,  ,9513,30014,  ,  ,  ,  
Ancud  ,65,DISPLASIA LUXANTE DE CADERAS,  ,  ,  ,  ,  ,  ,  ,  ,  ,6596
Ancud  ,66,SALUD ORAL INTEGRAL DE LA EMBARAZADA,  ,  ,  ,  ,257710,88876,71489,927785,293329,658430
Ancud  ,68,HEPATITIS  CRÓNICA POR VIRUS HEPATITIS B,  ,  ,  ,  ,  ,1521531,1793493,  ,  ,  
Ancud  ,70,CÁNCER COLORECTAL EN PERSONAS DE 15 AÑOS Y MÁS,  ,  ,  ,  ,  ,  ,  ,5315191,240795,59917
Ancud  ,71,CÁNCER DE OVARIO EPITELIAL,  ,  ,  ,  ,  ,  ,4802943,7750475,  ,  
Ancud  ,75,TRASTORNO BIPOLAR EN PERSONAS DE 15 AÑOS Y MÁS,  ,  ,  ,  ,  ,  ,2429837,4164059,3251305,3221332
Ancud  ,76,HIPOTIROIDISMO EN PERSONAS DE 15 AÑOS Y MÁS,  ,  ,  ,  ,  ,  ,132185,712773,1045098,1068046
Ancud  ,77,TRATAMIENTO DE HIPOACUSIA MODERADA EN MENORES DE 4 AÑOS,  ,  ,  ,  ,  ,  ,  ,  ,  ,397956
Ancud  ,78,LUPUS ERITEMATOSO SISTÉMICO,  ,  ,  ,  ,  ,  ,182974,603470,392808,1735599
Ancud  ,80,TRATAMIENTO DE ERRADICACIÓN DEL HELICOBACTER PYLORI,  ,  ,  ,  ,  ,  ,36870,136311,264833,69525
Andacollo  ,1,ENFERMEDAD RENAL CRÓNICA ETAPAS 4 Y 5,  ,  ,  ,  ,  ,  ,9315151,3393679,3346053,5323754
Andacollo  ,6,DIABETES MELLITUS TIPO 1,  ,  ,  ,  ,  ,  ,  ,  ,  ,107120
Andacollo  ,7,DIABETES MELLITUS TIPO 2,  ,358370,432225,1114346,2289727,2014449,2793822,2026820,1694672,1722694
Andacollo  ,16,CÁNCER DE TESTÍCULO EN PERSONAS DE 15 AÑOS Y MAS,  ,  ,  ,  ,  ,341765,  ,  ,  ,  
Andacollo  ,18,SÍNDROME DE LA INMUNODEFICIENCIA ADQUIRIDA VIH/SIDA,  ,  ,  ,  ,  ,  ,  ,  ,  ,416318
Andacollo  ,21,HIPERTENSIÓN ARTERIAL PRIMARIA O ESENCIAL EN PERSONAS DE 15 AÑOS Y MAS,  ,35959,174571,645910,915365,707093,832108,1251271,1494834,430212
Andacollo  ,23,SALUD ORAL INTEGRAL PARA NIÑOS Y NIÑAS DE 6 AÑOS,  ,  ,  ,  ,  ,  ,  ,  ,  ,50950
Andacollo  ,26,COLECISTECTOMÍA PREVENTIVA DEL CÁNCER DE VESÍCULA EN PERSONAS DE 35 A 49 AÑOS,  ,  ,  ,  ,856386,3512437,17590,1652581,1515078,1864448
Andacollo  ,34,DEPRESIÓN EN PERSONAS DE 15 AÑOS Y MÁS,467405,713712,659887,832815,176247,267127,187305,74364,1072846,50309
Andacollo  ,35,TRATAMIENTO DE LA HIPERPLASIA BENIGNA DE LA PRÓSTATA EN PERSONAS SINTOMÁTICAS,  ,  ,  ,  ,  ,  ,  ,93281,134090,78939
Andacollo  ,39,ASMA BRONQUIAL MODERADA Y GRAVE EN MENORES DE 15 AÑOS,  ,  ,  ,  ,  ,  ,  ,  ,  ,58234
Andacollo  ,43,TUMORES PRIMARIOS DEL SISTEMA NERVIOSO CENTRAL EN PERSONAS DE 15 AÑOS O MÁS,  ,  ,  ,  ,  ,  ,  ,  ,  ,392
Andacollo  ,44,TRATAMIENTO QUIRÚRGICO DE HERNIA DEL NÚCLEO PULPOSO LUMBAR,  ,  ,  ,  ,  ,17029,1476760,2822215,3431075,2152827
Andacollo  ,45,LEUCEMIA EN PERSONAS DE 15 AÑOS Y MÁS,  ,  ,  ,  ,  ,  ,  ,  ,  ,141224
Andacollo  ,46,URGENCIA ODONTOLÓGICA AMBULATORIA,  ,  ,18450,  ,  ,34590,  ,  ,  ,  
Andacollo  ,47,SALUD ORAL INTEGRAL DEL ADULTO DE 60 AÑOS,  ,  ,  ,  ,  ,  ,  ,  ,251852,  
Andacollo  ,49,TRAUMATISMO CRÁNEO ENCEFÁLICO MODERADO O GRAVE,  ,  ,  ,  ,  ,  ,  ,  ,  ,27166105
Andacollo  ,52,ARTRITIS REUMATOIDEA,  ,  ,  ,  ,  ,72844,76591,12281,5947,15987
Andacollo  ,61,ASMA BRONQUIAL EN PERSONAS DE 15 AÑOS Y MÁS,  ,  ,  ,  ,28904,46132,46743,399851,558142,401385
Andacollo  ,62,ENFERMEDAD DE PARKINSON,  ,  ,  ,  ,  ,  ,  ,  ,  ,43135
Andacollo  ,66,SALUD ORAL INTEGRAL DE LA EMBARAZADA,  ,  ,  ,  ,  ,  ,  ,  ,,  
Andacollo  ,67,ESCLEROSIS MÚLTIPLE  REMITENTE RECURRENTE,  ,  ,  ,  ,  ,  ,  ,  ,  ,2852285
Andacollo  ,70,CÁNCER COLORECTAL EN PERSONAS DE 15 AÑOS Y MÁS,  ,  ,  ,  ,  ,  ,  ,15740873,5396809,1868695
Andacollo  ,76,HIPOTIROIDISMO EN PERSONAS DE 15 AÑOS Y MÁS,  ,  ,  ,  ,  ,  ,  ,  ,15069,5909
Angol  ,1,ENFERMEDAD RENAL CRÓNICA ETAPAS 4 Y 5,  ,773381,7985790,12140711,21430075,11969168,375619,  ,2664009,3234427
Angol  ,3,CÁNCER CERVICOUTERINO,117665,5110707,433952,2363196,233634,4530572,1804883,1306798,805113,290956
Angol  ,4,ALIVIO DEL DOLOR  Y CUIDADOS PALIATIVOS POR CÁNCER AVANZADO,  ,40687,5200113,1446863,1102214,479027,1230882,967694,,10139172
Angol  ,5,INFARTO AGUDO DEL MIOCARDIO,  ,1806802,48652,1691110,  ,23035,109531,2401062,  ,6650315
Angol  ,6,DIABETES MELLITUS TIPO 1,  ,  ,  ,  ,11427,790918,1159754,1173488,780132,1015197
Angol  ,7,DIABETES MELLITUS TIPO 2,7375192,9896317,12418388,12981817,12986329,15287852,16207841,20201017,20990594,22089406
Angol  ,8,CÁNCER DE MAMA EN PERSONAS DE 15 AÑOS Y MAS,12050641,6769524,12593466,17162314,36292624,13209241,7974365,18061958,14338005,18213578
Angol  ,11,TRATAMIENTO QUIRÚRGICO DE CATARATAS,1946180,1250028,2975309,1697646,3453847,1889895,43096,2558141,5573272,2362750
Angol  ,12,ENDOPRÓTESIS TOTAL DE CADERA,  ,  ,3848714,11784455,  ,  ,11613073,5570594,  ,  
Angol  ,14,CÁNCER EN PERSONAS  MENORES DE 15 AÑOS,  ,  ,  ,  ,  ,  ,  ,  ,  ,15880
Angol  ,15,ESQUIZOFRENIA,  ,2470521,26946,  ,  ,  ,  ,  ,  ,332426
Angol  ,16,CÁNCER DE TESTÍCULO EN PERSONAS DE 15 AÑOS Y MAS,676918,256454,1053050,623936,  ,15914,  ,  ,  ,  
Angol  ,17,LINFOMAS EN PERSONAS DE 15 AÑOS Y MÁS,  ,210433,1678655,  ,792808,16429129,100044,598001,33845108,19212244
Angol  ,18,SÍNDROME DE LA INMUNODEFICIENCIA ADQUIRIDA VIH/SIDA,  ,1289854,8233118,7326567,9237842,22703599,23921193,29729232,26005331,21729033
Angol  ,19,INFECCIÓN RESPIRATORIA AGUDA (IRA) DE MANEJO AMBULATORIO EN PERSONAS MENORES DE 5 AÑOS,  ,  ,  ,  ,  ,  ,  ,  ,  ,11420
Angol  ,20,NEUMONÍA ADQUIRIDA EN LA COMUNIDAD DE MANEJO AMBULARORIO EN PERSONAS DE 65 AÑOS Y MÁS,  ,  ,  ,  ,  ,  ,4550,3790,  ,  
Angol  ,21,HIPERTENSIÓN ARTERIAL PRIMARIA O ESENCIAL EN PERSONAS DE 15 AÑOS Y MAS,3469668,4144029,6005281,4600768,4576573,4821612,5473117,9027046,8157831,6020945
Angol  ,24,PREVENCIÓN DEL PARTO PREMATURO,  ,  ,  ,  ,  ,1364235,  ,  ,  ,  
Angol  ,25,"TRASTORNOS DE GENERACIÓN DEL IMPULSO Y CONDUCCIÓN EN PERSONAS DE 15 AÑOS Y MÁS, QUE REQUIEREN MARCAPASO",28902,4596752,  ,4977127,2536254,  ,2603118,2825528,2326285,  
Angol  ,26,COLECISTECTOMÍA PREVENTIVA DEL CÁNCER DE VESÍCULA EN PERSONAS DE 35 A 49 AÑOS,  ,1563190,2696450,1310574,2547621,3415601,4977196,825579,10083258,43141
Angol  ,27,CÁNCER GÁSTRICO,32328,  ,24576,24207,17837,  ,  ,  ,  ,41524
Angol  ,28,CÁNCER DE PRÓSTATA EN PERSONAS DE 15 AÑOS Y MÁS,  ,2587451,2974303,  ,6642617,10680129,1780046,1053700,2197312,592012
Angol  ,29,VICIOS DE REFRACCIÓN EN PERSONAS DE 65 AÑOS Y MÁS,  ,10963,12924,44285,  ,72091,85558,59486,127818,233499
Angol  ,30,ESTRABISMO EN PERSONAS MENORES DE 9 AÑOS,  ,  ,  ,  ,  ,  ,  ,  ,  ,
Angol  ,31,RETINOPATÍA DIABÉTICA,1631758,764316,  ,1007383,219994,  ,1153657,1408756,  ,962124
Angol  ,32,DESPRENDIMIENTO DE RETINA REGMATÓGENO NO TRAUMÁTICO,  ,1943998,1315041,  ,  ,  ,  ,  ,  ,  
Angol  ,34,DEPRESIÓN EN PERSONAS DE 15 AÑOS Y MÁS,15654432,13649242,16068038,15046127,17057442,21660287,21421434,20927610,23466005,18961795
Angol  ,35,TRATAMIENTO DE LA HIPERPLASIA BENIGNA DE LA PRÓSTATA EN PERSONAS SINTOMÁTICAS,  ,2383371,  ,  ,  ,  ,4804,4125435,2593352,49600
Angol  ,37,ACCIDENTE CEREBROVASCULAR ISQUÉMICO EN PERSONAS DE 15 AÑOS Y MÁS,  ,  ,  ,  ,47564,1779554,19069800,57063,1388004,95511
Angol  ,38,ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA DE TRATAMIENTO AMBULATORIO,803359,1209660,2028194,952153,723268,144346,3457225,1313525,1864354,1795373
Angol  ,39,ASMA BRONQUIAL MODERADA Y GRAVE EN MENORES DE 15 AÑOS,  ,  ,  ,  ,  ,  ,  ,  ,  ,236976
Angol  ,41,"TRATAMIENTO MÉDICO EN PERSONAS DE 55 AÑOS Y MÁS CON ARTROSIS DE CADERA Y/O RODILLA, LEVE O MODERADA",8445,496444,732370,966704,1145771,1133586,1392615,1043658,1425323,593244
Angol  ,44,TRATAMIENTO QUIRÚRGICO DE HERNIA DEL NÚCLEO PULPOSO LUMBAR,  ,1955216,10253316,4246084,  ,2340468,  ,2306912,4223684,6279175
Angol  ,45,LEUCEMIA EN PERSONAS DE 15 AÑOS Y MÁS,  ,  ,  ,  ,  ,  ,3498747,3705993,3035317,265374
Angol  ,46,URGENCIA ODONTOLÓGICA AMBULATORIA,12565,18893,111950,40243,194311,84281,24116,23227,37655,96829
Angol  ,47,SALUD ORAL INTEGRAL DEL ADULTO DE 60 AÑOS,  ,388602,  ,  ,  ,  ,,367080,  ,1237679
Angol  ,50,TRAUMA OCULAR GRAVE,  ,  ,  ,  ,  ,  ,  ,  ,11831,  
Angol  ,52,ARTRITIS REUMATOIDEA,361928,1935670,4572245,4934711,5053240,5816184,7365661,5058102,5061063,3233149
Angol  ,56,HIPOACUSIA BILATERAL EN PERSONAS DE 65 AÑOS Y MÁS QUE REQUIEREN USO DE AUDÍFONO,  ,  ,1072829,  ,  ,  ,163766,  ,285193,116190
Angol  ,60,EPILEPSIA NO REFRACTARIA EN PERSONAS DE 15 AÑOS Y MÁS,  ,  ,  ,207435,44706,517,  ,24932,1164452,2675577
Angol  ,61,ASMA BRONQUIAL EN PERSONAS DE 15 AÑOS Y MÁS,  ,  ,  ,173762,996668,836155,584355,345238,649010,1739658
Angol  ,62,ENFERMEDAD DE PARKINSON,  ,  ,  ,  ,476436,1157599,1557276,1653662,2382990,2858662
Angol  ,64,PREVENCIÓN SECUNDARIA ENFERMEDAD RENAL CRÓNICA TERMINAL,  ,  ,  ,  ,  ,  ,  ,15573,  ,  
Angol  ,66,SALUD ORAL INTEGRAL DE LA EMBARAZADA,  ,  ,  ,  ,459643,887950,131102,761858,1679323,2165810
Angol  ,67,ESCLEROSIS MÚLTIPLE  REMITENTE RECURRENTE,  ,  ,  ,  ,115688,  ,7852054,33902038,35627258,33189160
Angol  ,70,CÁNCER COLORECTAL EN PERSONAS DE 15 AÑOS Y MÁS,  ,  ,  ,  ,  ,  ,19654,8058017,3125863,6925608
Angol  ,71,CÁNCER DE OVARIO EPITELIAL,  ,  ,  ,  ,  ,  ,  ,  ,  ,548922
Angol  ,72,CÁNCER VESICAL EN PERSONAS DE 15 AÑOS Y MÁS,  ,  ,  ,  ,  ,  ,  ,74052,15378214,  
Angol  ,74,TRATAMIENTO QUIRÚRGICO DE LESIONES CRÓNICAS DE LA VÁLVULA AÓRTICA EN PERSONAS DE 15 AÑOS Y MÁS,  ,  ,  ,  ,  ,  ,  ,43773,11358133,8229919
Angol  ,75,TRASTORNO BIPOLAR EN PERSONAS DE 15 AÑOS Y MÁS,  ,  ,  ,  ,  ,  ,3844346,9861655,9714552,8539859
Angol  ,76,HIPOTIROIDISMO EN PERSONAS DE 15 AÑOS Y MÁS,  ,  ,  ,  ,  ,  ,214415,944845,889041,1399344
Angol  ,77,TRATAMIENTO DE HIPOACUSIA MODERADA EN MENORES DE 4 AÑOS,  ,  ,  ,  ,  ,  ,  ,  ,  ,397956
Angol  ,78,LUPUS ERITEMATOSO SISTÉMICO,  ,  ,  ,  ,  ,  ,  ,286656,113597,198728
Angol  ,80,TRATAMIENTO DE ERRADICACIÓN DEL HELICOBACTER PYLORI,  ,  ,  ,  ,  ,  ,23272,6085,  ,40083
Antartica  ,7,DIABETES MELLITUS TIPO 2,  ,178091,554695,508753,261639,  ,  ,  ,  ,  
Antartica  ,21,HIPERTENSIÓN ARTERIAL PRIMARIA O ESENCIAL EN PERSONAS DE 15 AÑOS Y MAS,  ,27764,  ,  ,12927,  ,  ,  ,  ,  
Antartica  ,44,TRATAMIENTO QUIRÚRGICO DE HERNIA DEL NÚCLEO PULPOSO LUMBAR,  ,  ,  ,  ,2491898,  ,  ,  ,  ,  
Antartica  ,75,TRASTORNO BIPOLAR EN PERSONAS DE 15 AÑOS Y MÁS,  ,  ,  ,  ,  ,  ,  ,  ,  ,119339
Antofagasta  ,1,ENFERMEDAD RENAL CRÓNICA ETAPAS 4 Y 5,16618829,84252223,139472982,152187070,233338324,292152897,287460899,340944286,477745824,467152630
Antofagasta  ,2,CARDIOPATÍAS CONGÉNITAS OPERABLES EN MENORES DE 15 AÑOS,  ,336067,169958,  ,  ,  ,  ,261387,30983,643654
Antofagasta  ,3,CÁNCER CERVICOUTERINO,738693,15945954,20816860,9359176,21849777,38385729,32489221,35595897,45767742,32620220
Antofagasta  ,4,ALIVIO DEL DOLOR  Y CUIDADOS PALIATIVOS POR CÁNCER AVANZADO,203149,7971666,21226489,11764486,54603004,39728224,61774003,54824100,75891389,68633821
Antofagasta  ,5,INFARTO AGUDO DEL MIOCARDIO,4588147,16115402,41817921,32793087,45587957,66321173,64671810,111755492,171300105,193699034
Antofagasta  ,6,DIABETES MELLITUS TIPO 1,7304166,10901351,25416315,30853166,38381929,40617985,38116446,43805157,38965972,47254467
Antofagasta  ,7,DIABETES MELLITUS TIPO 2,38487807,98457317,144345004,159366578,207096761,249991762,273007666,350090118,399760182,372360910
Antofagasta  ,8,CÁNCER DE MAMA EN PERSONAS DE 15 AÑOS Y MAS,16339935,21029661,39852031,44382665,67475434,112450505,104217251,135386981,147051455,159516961
Antofagasta  ,9,DISRAFIAS ESPINALES,  ,2071930,  ,  ,  ,  ,  ,  ,  ,  
Antofagasta  ,10,TRATAMIENTO QUIRÚRGICO DE ESCOLIOSIS EN PERSONAS MENORES DE 25 AÑOS,  ,  ,  ,  ,  ,  ,  ,  ,  ,303256
Antofagasta  ,11,TRATAMIENTO QUIRÚRGICO DE CATARATAS,16451392,20705724,40290130,50210567,24225179,29422594,29716499,24795337,32799478,32860892
Antofagasta  ,12,ENDOPRÓTESIS TOTAL DE CADERA,  ,  ,  ,12710952,9992663,18208968,15974547,12738099,14021840,18340910
Antofagasta  ,13,FISURA LABIOPALATINA,  ,  ,  ,  ,  ,  ,  ,  ,  ,144172
Antofagasta  ,14,CÁNCER EN PERSONAS  MENORES DE 15 AÑOS,  ,  ,  ,  ,  ,  ,  ,  ,  ,46120973
Antofagasta  ,15,ESQUIZOFRENIA,376485,4661608,10661267,11973045,10997040,1684485,6880262,1803122,5800409,18291446
Antofagasta  ,16,CÁNCER DE TESTÍCULO EN PERSONAS DE 15 AÑOS Y MAS,2456036,33698850,16029542,36410126,53090075,49074188,43828206,64151248,34145628,75522797
Antofagasta  ,17,LINFOMAS EN PERSONAS DE 15 AÑOS Y MÁS,  ,25320752,13532694,36290298,68290573,107869149,52855654,80052989,105589040,57624448
Antofagasta  ,18,SÍNDROME DE LA INMUNODEFICIENCIA ADQUIRIDA VIH/SIDA,31604805,84119709,159696132,195196834,333829978,396241611,534538000,679990829,823473016,930596687
Antofagasta  ,19,INFECCIÓN RESPIRATORIA AGUDA (IRA) DE MANEJO AMBULATORIO EN PERSONAS MENORES DE 5 AÑOS,  ,  ,  ,  ,  ,  ,  ,  ,  ,269834
Antofagasta  ,20,NEUMONÍA ADQUIRIDA EN LA COMUNIDAD DE MANEJO AMBULARORIO EN PERSONAS DE 65 AÑOS Y MÁS,  ,  ,  ,  ,54702,45119,23905,58949,27342,83449
Antofagasta  ,21,HIPERTENSIÓN ARTERIAL PRIMARIA O ESENCIAL EN PERSONAS DE 15 AÑOS Y MAS,13119002,27343410,39062275,37233499,42590044,38852007,59399212,88607724,97543771,74063276
Antofagasta  ,22,EPILEPSIA NO REFRACTARIA EN PERSONAS DESDE 1 AÑO Y MENORES DE 15 AÑOS,  ,  ,  ,  ,  ,  ,  ,  ,  ,864819
Antofagasta  ,23,SALUD ORAL INTEGRAL PARA NIÑOS Y NIÑAS DE 6 AÑOS,  ,2071931,  ,  ,  ,  ,  ,  ,  ,4639822
Antofagasta  ,24,PREVENCIÓN DEL PARTO PREMATURO,285250,3127117,6381449,9820108,7561473,6217241,23071602,23756180,19551435,34369988
Antofagasta  ,25,"TRASTORNOS DE GENERACIÓN DEL IMPULSO Y CONDUCCIÓN EN PERSONAS DE 15 AÑOS Y MÁS, QUE REQUIEREN MARCAPASO",3486597,17000507,14746735,38943841,12530637,36674097,19500282,48821902,68574109,38233866
Antofagasta  ,26,COLECISTECTOMÍA PREVENTIVA DEL CÁNCER DE VESÍCULA EN PERSONAS DE 35 A 49 AÑOS,6125986,19881275,62717538,74680074,61316351,107374503,108287330,153516391,114058432,152981773
Antofagasta  ,27,CÁNCER GÁSTRICO,17657,  ,11538275,5481535,9401504,11487955,5387412,10352860,247559,9598453
Antofagasta  ,28,CÁNCER DE PRÓSTATA EN PERSONAS DE 15 AÑOS Y MÁS,4005869,14116225,30760787,18466328,20453471,31516278,50150965,45605261,36324673,38438273
Antofagasta  ,29,VICIOS DE REFRACCIÓN EN PERSONAS DE 65 AÑOS Y MÁS,42909,131226,236774,495554,469750,357731,933183,245747,270503,669626
Antofagasta  ,30,ESTRABISMO EN PERSONAS MENORES DE 9 AÑOS,  ,  ,  ,  ,  ,  ,  ,  ,  ,21789
Antofagasta  ,31,RETINOPATÍA DIABÉTICA,6264410,14901916,16594179,18031643,10958701,12159643,8019714,5312924,5641451,5734181
Antofagasta  ,32,DESPRENDIMIENTO DE RETINA REGMATÓGENO NO TRAUMÁTICO,2207553,823613,6129517,31592,1855327,10535832,11320147,5329266,11747416,10540564
Antofagasta  ,33,HEMOFILIA,  ,  ,  ,  ,  ,  ,  ,  ,  ,10027774
Antofagasta  ,34,DEPRESIÓN EN PERSONAS DE 15 AÑOS Y MÁS,90431366,210203346,265143215,244844064,262977631,285276382,179361096,169220376,212540297,196425773
Antofagasta  ,35,TRATAMIENTO DE LA HIPERPLASIA BENIGNA DE LA PRÓSTATA EN PERSONAS SINTOMÁTICAS,5035127,17526457,26065490,45123553,53818090,55179994,47167787,83457672,91358347,83107859
Antofagasta  ,36,ÓRTESIS (O AYUDAS TÉCNICAS) PARA PERSONAS DE 65 AÑOS Y MÁS,121111,117324,267221,498972,216671,518529,298773,327105,575640,46970
Antofagasta  ,37,ACCIDENTE CEREBROVASCULAR ISQUÉMICO EN PERSONAS DE 15 AÑOS Y MÁS,2949722,4422637,50630610,46382595,50626388,57337758,28172783,99189410,92382836,187886187
Antofagasta  ,38,ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA DE TRATAMIENTO AMBULATORIO,35512,1240184,3271200,4228552,3400999,3501197,4004511,6377252,7187019,9156995
Antofagasta  ,39,ASMA BRONQUIAL MODERADA Y GRAVE EN MENORES DE 15 AÑOS,  ,  ,  ,78716,155141,98521,  ,  ,  ,2458643
Antofagasta  ,41,"TRATAMIENTO MÉDICO EN PERSONAS DE 55 AÑOS Y MÁS CON ARTROSIS DE CADERA Y/O RODILLA, LEVE O MODERADA",143109,1046798,2904387,3174210,4201520,4899428,5212520,6993979,10205935,13446836
